year,country,doc_number
1905,US,876797
1905,US,876796
1905,US,876795
1905,US,876794
1905,US,876793
1905,US,876792
1905,US,876791
1905,US,876790
1905,US,876789
1905,US,876788
1905,US,876787
1905,US,876786
1905,US,876785
1905,US,876784
1905,US,876783
1905,US,876782
1905,US,876781
1905,US,876780
1905,US,876779
1905,US,876778
1905,US,876777
1905,US,876776
1905,US,876775
1905,US,876774
1905,US,876773
1905,US,876772
1905,US,876771
1905,US,876770
1905,US,876769
1905,US,876768
1905,US,876767
1905,US,876766
1905,US,876765
1905,US,876764
1905,US,876763
1905,US,876762
1905,US,876761
1905,US,876760
1905,US,876759
1905,US,876758
1905,US,876757
1905,US,876756
1905,US,876755
1905,US,876754
1905,US,876753
1905,US,876752
1905,US,876751
1905,US,876750
1905,US,876749
1905,US,876748
1905,US,876747
1905,US,876746
1905,US,876745
1905,US,876744
1905,US,876743
1905,US,876742
1905,US,876741
1905,US,876740
1905,US,876739
1905,US,876738
1905,US,876737
1905,US,876736
1905,US,876735
1905,US,876734
1905,US,876733
1905,US,876732
1905,US,876731
1905,US,876730
1905,US,876729
1905,US,876728
1905,US,876727
1905,US,876726
1905,US,876725
1905,US,876724
1905,US,876723
1905,US,876722
1905,US,876721
1905,US,876720
1905,US,876719
1905,US,876718
1905,US,876717
1905,US,876716
1905,US,876715
1905,US,876714
1905,US,876713
1905,US,876712
1905,US,876711
1905,US,876710
1905,US,876709
1905,US,876708
1905,US,876707
1905,US,876706
1905,US,876705
1905,US,876704
1905,US,876703
1905,US,876702
1905,US,876701
1905,US,876700
1905,US,876699
1905,US,876698
1905,US,876697
1905,US,876696
1905,US,876695
1905,US,876694
